,ROI000,ROI001,ROI002,ROI003,ROI004,ROI005,ROI006,ROI007,ROI008,ROI009,ROI010,ROI011,ROI012,ROI013,ROI014,ROI015,ROI016,ROI017,ROI018,ROI019,ROI020,ROI021,ROI022,ROI023,ROI024,ROI025,ROI026,ROI027,ROI028,ROI029,ROI030,ROI031,ROI032,ROI033,ROI034,ROI035,ROI036,ROI037,ROI038,ROI039,ROI040,ROI041,ROI042,ROI043,ROI044,ROI045,ROI046,ROI047,ROI048,ROI049,ROI050,ROI051,ROI052,ROI053,ROI054,ROI055,ROI056,ROI057,ROI058,ROI059,ROI060,ROI061,ROI062,ROI063,ROI064,ROI065,ROI066,ROI067,ROI068,ROI069,ROI070,ROI071,ROI072,ROI073,ROI074,ROI075,ROI076,ROI077,ROI078,ROI079,ROI080,ROI081,ROI082,ROI083,ROI084,ROI085,ROI086,ROI087,ROI088,ROI089,ROI090,ROI091,ROI092,ROI093,ROI094,ROI095,ROI096,ROI097,ROI098,ROI099,ROI100,ROI101,ROI102,ROI103,ROI104,ROI105,ROI106,ROI107,ROI108,ROI109,ROI110,ROI111,ROI112,ROI113,ROI114,ROI115,ROI116,ROI117,ROI118,ROI119,ROI120,ROI121,ROI122,ROI123,ROI124,ROI125,ROI126,ROI127,ROI128,ROI129,ROI130,ROI131,ROI132,ROI133,ROI134,ROI135,ROI136,ROI137,ROI138,ROI139,ROI140,ROI141,ROI142,ROI143,ROI144,ROI145,ROI146,ROI147,ROI148,ROI149,ROI150,ROI151,ROI152,ROI153,ROI154,ROI155,ROI156
0 days 00:00:18,0.0157351,-0.0074134,-0.0343479,-0.0286227,-0.0347652,-0.0774303,-0.0304073,0.0195159,-0.00150468,-0.0567299,-0.0454247,-0.0398314,-0.0288696,-0.0461059,-0.0301861,-0.0492767,-0.0525999,-0.0552352,-0.0455275,-0.0633396,-0.0452085,-0.0622481,-0.0313043,-0.0132919,-0.0108629,-0.016957,-0.0273735,-0.0460796,-0.0191559,0.0218954,-0.0280896,-0.0245095,-0.0794308,-0.011916,-0.0473542,-0.0257151,-0.0461093,-0.0127436,-0.0373223,-0.0410199,-0.0724136,-0.00925029,-0.00587359,-0.0365611,0.00950385,-0.0268507,-0.0463329,-0.0598631,-0.0501516,-0.0503524,-0.0326607,-0.0413313,-0.00480951,-0.0812795,-0.034095,-0.0390145,0.000375141,-0.0213133,-0.0371597,-0.0284092,-0.0273736,-0.00645121,-0.0336393,-0.0210021,-0.033694,0.0126661,-0.0288448,0.0138308,0.0101211,-0.0561696,-0.00866275,-0.0280163,-0.0193175,-0.00944867,0.0120494,-0.0115666,-0.0408917,-0.00550367,0.00384584,-0.0433234,-0.057277,-0.0341154,-0.0284985,0.0053158,-0.0477622,-0.0255411,-0.0410339,-0.071971,-0.044913,-0.0142854,-0.0351219,0.0145466,-0.122526,-0.0232445,-0.0688224,-0.00749472,-0.00379557,-0.0334988,0.0179817,-0.0266197,-0.0299443,-0.046147,-0.0141216,-0.0177665,-0.0466278,0.0208033,-0.0172116,-0.0330863,-0.00900863,-0.0114663,-0.00704811,-0.0252578,0.00232574,-0.0295731,-0.0148831,-0.0141359,-0.0530077,0.0077431,-0.0286389,-0.0206589,0.00438923,-0.00448228,-0.0129342,-0.0597448,-0.0607678,-0.0237413,-0.0349528,-0.0367838,-0.0529154,-0.0699889,0.00673964,0.00572175,-0.0486146,-0.0265697,-0.0209908,-0.00237581,0.00678923,-0.0169751,-0.0390196,-0.0229588,-0.0592827,-0.0407452,-0.0460433,-0.031148,-0.00204195,0.00665858,-0.0109616,-0.0467536,-0.0354782,0.0264295,-0.0195501,-0.0178205,0.00993335,0.0110588,-0.0813134,0.0457561,-0.0285622
0 days 00:00:19.500000,0.00150627,0.00986802,-0.0167148,-0.0116228,-0.0357373,-0.0500564,-0.0425904,0.0195761,0.0145496,-0.0164962,-0.0411237,-0.00516044,-0.0437358,-0.02909,-0.00433566,-0.0194644,-0.032205,-0.0369319,-0.0393668,-0.0263529,-0.0234053,-0.0487461,-0.0311373,-0.0219594,-0.0171555,-0.0237027,-0.00832121,-0.0288727,0.00310074,-0.00201508,-0.0181178,-0.0163296,-0.0616349,-0.0203439,-0.00738301,-0.0086019,-0.0367142,-0.0482256,-0.0120415,-0.0310218,-0.0506065,0.00748954,0.0281743,-0.0235505,0.00724057,-0.016271,-0.0320399,-0.0607504,-0.0347542,-0.0448386,-0.0061422,-0.0258405,0.00156853,-0.0467998,-0.0139475,-0.0111283,-0.023829,0.0251349,0.000159299,-0.0214169,-0.0207698,0.0329466,-0.0424576,-0.0337038,-0.0295236,0.0178748,-0.0329436,0.0162388,-0.0125607,-0.0557483,-0.00213092,0.00325299,0.00165878,-0.0010399,0.0126943,-0.010862,-0.0487942,-0.0175528,-0.0197076,-0.0397061,-0.0370805,0.00223218,-0.0338836,-0.00397863,-0.02309,-0.0178895,-0.049781,-0.0441893,-0.0319769,0.00151547,-0.00515085,0.00526926,-0.0623519,-0.014238,-0.0533529,0.0125521,-0.0454982,-0.0505168,-0.00113221,-0.0170353,-0.0292322,0.000195314,0.00750922,0.00607538,-0.0611617,0.0139503,-0.0279527,-0.0492013,-0.00302736,-0.00241125,0.031415,-0.0251088,-0.00350707,0.00198965,-0.000174838,-0.0223577,-0.0544016,0.00162688,-0.0273823,0.0106418,0.00426364,-0.0164028,-0.00382241,-0.0450043,-0.0387994,-0.00777918,-0.0282871,-0.0304239,-0.0166293,-0.0500784,0.00151389,-0.00684262,-0.0239375,-0.00612069,-0.0295536,0.0235994,0.0167329,-0.00889388,-0.00670663,-0.0144855,-0.0930015,-0.0230767,0.0197503,-0.0194348,-0.00523543,0.012523,0.004951,-0.0177902,-0.0092899,-0.00507673,0.00487944,-0.017913,-0.0223831,0.0100744,-0.0118173,-0.025202,-0.0119454
0 days 00:00:21,0.0161798,-0.00494871,0.028032,0.0263298,-0.0286393,0.0198435,-0.0295949,0.0144087,0.00700697,-0.00489332,-0.00982753,0.00240107,-0.00773498,-0.0100578,0.0140764,0.0437762,0.0180383,-0.0260922,-0.024351,0.00238328,0.0117151,7.51462e-05,0.001883,-0.0208072,-0.00290997,0.0130904,0.00297431,0.00326777,0.0233317,-0.049895,0.00030204,-0.0165782,-0.0214216,-0.0215088,0.0356803,-0.00761194,-0.0093314,-0.0567593,0.0191177,0.0235181,0.00232735,0.0082559,0.0141442,0.0189205,0.0100303,-0.0077305,0.0314722,-0.00539066,0.0145276,-0.0119615,0.0375093,0.0240745,-0.0121268,-0.000629581,0.0333551,0.0171232,-0.0351833,0.0397537,0.0128713,0.0188234,0.0191857,0.00893052,-0.00795468,-0.0142118,0.0266741,0.0176465,0.000753773,-0.0105466,-0.0330153,-0.0273012,0.0130533,0.0104427,0.0152533,0.0608731,0.0108343,-0.0241339,-0.0109352,-0.00808116,-0.0486905,0.0260583,-0.0154848,0.00965348,-0.0208239,-0.0283422,0.0250393,0.0119295,-0.0184159,-0.00531237,0.0220899,0.0171396,0.0591711,0.0142862,0.0124436,-0.0238327,0.0166642,0.0164582,-0.04853,-0.000234985,-0.0243288,-0.00148386,-0.0129337,0.0173485,0.0319613,0.0413672,-0.0399781,0.00947967,-0.00829799,-0.0103167,0.0172355,0.00995956,0.0296132,-0.00360874,0.00957645,0.0674532,0.0110063,-0.0246774,-0.0367119,0.00471319,-0.0143487,0.00326479,0.0138039,-0.0206421,0.0221859,0.00532316,-0.00261552,0.0108163,-0.000435672,-0.0142702,0.00741461,-0.0214492,-0.00969289,0.0257965,-0.0159801,0.0433048,-0.0201672,0.0175489,-0.00208892,0.0170848,0.0336485,0.0376231,-0.0660753,0.00325577,0.0135167,0.004593,0.0029153,0.0100934,0.0234883,0.0406763,0.06199,-0.0517929,-0.0140402,-0.0112804,-0.0828414,0.000142606,0.0219771,-0.0905279,-0.005905
0 days 00:00:22.500000,0.0493876,-6.15985e-05,0.0571915,0.0497456,0.00259599,0.0507614,0.0154516,0.0227077,-0.0186392,-0.0291675,0.0100165,-0.00476486,0.0515511,0.014872,0.0168971,0.0685035,0.0433494,-0.0302934,-0.00654664,-0.00202565,0.0266143,0.0483209,0.0279117,-0.0255747,-0.00365969,0.0604874,0.00777545,0.0154688,0.0370716,-0.052712,0.0174808,-0.00869937,0.00557209,-0.0205769,0.0343301,-0.038872,0.0108092,-0.0139225,0.0366467,0.0631986,0.0226142,0.00162801,-0.0236609,0.0403576,0.00512262,0.0122963,0.0761756,0.0367126,0.0597664,0.0350554,0.0605871,0.0511355,-0.0127773,0.0224197,0.0547201,0.0152248,-0.0247458,-0.000615065,-0.00287822,0.0430912,0.0456964,-0.0236166,0.038937,0.0263496,0.101977,0.0199524,0.033091,-0.0208002,-0.0106372,0.0113085,0.0206437,0.00505939,0.023245,0.121466,0.0165389,-0.0196639,0.0337359,0.0177583,-0.0344819,0.0823713,0.00671871,-0.0133257,-0.00650672,-0.0282434,0.0593594,0.0324021,0.0526796,-0.00918045,0.0591467,0.0313948,0.0810946,0.0249155,0.0389162,-0.0219617,0.0795714,0.0103175,-0.0108378,0.0702224,-0.00855078,-0.000828503,0.00775573,0.00967944,0.0571755,0.0571725,0.00117169,-0.00337374,0.0194277,0.0514847,0.0181491,0.0210743,-0.0133794,0.0112088,0.0268965,0.107843,0.00232326,0.00267398,-0.0182313,0.0344419,0.00327354,-0.0410069,0.0334011,-0.0362371,0.026188,0.0171974,0.0161912,0.0190403,0.0195614,-0.00333561,-0.00536358,-0.00556507,0.0129457,0.0838403,0.00344613,0.0695128,0.00360064,-0.0184157,-0.0458478,0.0339019,0.0297003,0.0729831,0.0179968,0.00948159,-0.0400608,0.0255779,0.0329574,0.0044775,0.0184476,0.0732528,0.0916534,-0.059446,-0.0142864,-0.0124236,-0.0707309,-0.00765308,-0.0160519,-0.0724113,-0.00224354
0 days 00:00:24,0.0541818,0.0318628,0.0509855,0.040852,0.0411134,0.0244759,0.045893,0.0231294,-0.0501706,-0.0332374,-0.0116508,0.0106332,0.0644689,0.0347211,0.0209785,0.0339592,0.0049199,-0.0134104,0.0172614,-0.0295835,0.0158028,0.0490667,0.0243807,-0.0222326,-0.0350591,0.0678045,-9.31607e-05,-0.0107546,0.0310211,-0.00142937,0.010567,0.0165377,0.00219991,-0.0137167,0.00735923,-0.0478125,0.013909,0.038875,0.024081,0.0498983,-0.0125749,-0.0194066,-0.0160241,0.0101793,0.00186353,0.00724399,0.0716877,0.0221174,0.0547273,0.0610199,0.0500477,0.0243598,0.0280274,0.0269491,0.0270359,-0.0236771,-0.0188845,-0.0462118,-0.0173735,0.0133469,0.0450467,-0.0110045,0.0351984,0.0210189,0.124453,0.0204318,0.0247883,-0.00171547,0.0238065,0.0296268,0.0100723,-0.0118701,0.0324525,0.100734,0.0289272,-0.00980603,0.0411436,0.0319725,0.0124273,0.056832,0.0196187,-0.0244829,-0.00105446,-0.00140088,0.0439794,0.0149736,0.0745964,-0.040752,0.0322962,0.0376625,0.0412795,0.00750214,0.0208379,0.000252577,0.0759247,-0.00642694,0.0197263,0.0848328,0.0223449,-0.00784299,0.00427695,0.00531688,0.0566349,0.0364428,0.0230837,-0.0437466,0.0332294,0.0707223,-0.0220477,0.0283682,-0.0307239,0.0148406,0.00239259,0.088845,-0.0325125,0.0243043,0.00071698,0.0482623,0.0168105,-0.0673557,0.0382433,-0.0511277,0.00762048,-0.0182709,0.0201902,0.00904529,-0.00442074,-0.000958098,-0.0274581,-0.0126789,0.0240159,0.0969331,0.0278274,0.0488998,0.00253306,-0.0239927,-0.0656049,0.0247029,-0.0154167,0.0355578,0.069919,-0.0105753,-0.0391849,0.0165001,0.0485679,-0.0045154,-0.0129624,0.0651803,0.0448019,-0.0153246,0.0245193,-0.029841,0.016675,-0.00756829,-0.0442482,-0.00422015,0.0115948
0 days 00:00:25.500000,0.00809062,0.0385634,0.0309094,0.0168927,0.0416092,-0.00765169,0.0294467,-0.000732331,-0.0631681,-0.00291415,-0.0367219,0.0358061,0.00839254,0.0213265,0.0252083,0.000320645,-0.0383382,0.0215473,0.0279474,-0.0442864,0.00976557,0.00992166,-0.00333101,-0.00725675,-0.0477324,0.0150563,-0.00720499,-0.0485295,0.0054183,0.0389367,-0.00738079,0.0378965,-0.00294163,-0.00411238,0.0101942,-0.0059092,0.0075909,0.0507659,-0.0114706,0.0164814,-0.0383089,-0.0439248,0.0343205,-0.0196692,-0.00367709,-0.0308726,0.0413277,-0.0134886,-0.00460572,0.035896,0.031579,-0.0160445,0.0696753,0.0311321,-0.00650383,-0.0536072,-0.0243166,-0.0434532,-0.0157251,-0.0288099,0.0332646,0.0122052,-0.00503391,-0.0242241,0.0598902,0.0115092,-0.00366224,0.012557,0.0208488,0.0108696,-0.000617435,-0.0365191,0.0227351,0.0107595,0.0280366,-0.0246169,0.00691927,0.0118025,0.0319929,-0.00631067,0.00508252,-0.0026643,-0.00311537,0.0118894,-0.013037,-0.0149997,0.0139371,-0.0427834,-0.00780218,0.025563,-0.0112864,-0.0207014,0.000632659,0.0114487,0.029317,-0.0245205,0.0149474,0.0221092,0.0158305,-0.014722,-0.017792,0.00155283,0.0182731,-0.00432332,0.0147677,-0.0810292,0.0271504,0.0306129,-0.0466419,0.0283816,0.00374047,0.0251605,-0.0375058,0.030438,-0.058193,0.0165003,0.0183031,0.0140047,0.0119498,-0.0557156,0.0142709,-0.0470346,-0.00986239,-0.0294864,0.0193814,-0.00124188,-0.037471,-0.00155569,-0.0245745,-0.0256288,-0.0161485,0.0337654,0.0145791,0.0111198,-0.0287203,0.0124094,-0.0445275,-0.000249965,-0.0512758,-0.0248387,0.0459841,-0.0195452,0.00705094,-0.00742873,0.03133,-0.00989769,-0.0288737,0.031725,-0.0180201,0.0240571,0.0278093,-0.041669,0.0784238,-0.00335485,-0.0159237,0.0305672,0.0263569
0 days 00:00:27,-0.0507775,0.00442851,0.0236549,0.00459255,0.00602927,0.00266384,-0.00212382,-0.0259865,-0.0452042,0.0280189,-0.0239124,0.0367067,-0.0658211,-0.0250592,0.00927176,0.0087869,-0.0208529,0.0310445,0.0128939,-0.0232447,0.0266519,-0.016761,-0.0397879,-0.00654117,-0.00227811,-0.0566942,0.00804216,-0.0655475,-0.0181584,0.0251458,0.000442023,0.0257149,0.0157549,-0.00480222,0.0379604,0.0442224,8.21546e-05,0.0154426,-0.0357555,0.00543924,-0.0055191,-0.0389183,0.0612898,-0.00194643,-0.0291494,-0.0450419,0.00588672,-0.0337755,-0.0598059,-0.00769374,0.0212023,-0.0254248,0.0546257,0.0330791,-0.00155589,-0.0461844,-0.0181967,0.000182209,-0.000863179,-0.0282589,0.025378,-0.00338834,-0.0094836,-0.0389856,-0.0350964,-0.0113623,-0.00773831,0.00324355,-0.00590341,-0.0190075,-0.00505115,-0.0449529,-0.0148644,-0.0469838,-0.00446724,-0.0536559,-0.0369725,-0.0251604,0.0120923,-0.0226595,-0.00965897,0.0196261,-0.0112143,-0.00303721,-0.062985,-0.0199642,-0.0424159,-0.010817,0.00227083,-0.00369486,-0.039321,-0.0275718,0.00321563,0.00497327,0.00822693,-0.0269425,-0.0057071,-0.0609918,-0.0191299,-0.0241872,-0.0220222,-0.00702988,-0.0192519,-0.0273635,0.0144218,-0.070836,0.0121433,-0.0218845,-0.0171371,0.0182117,0.0464687,0.0354352,-0.0352832,-0.0166026,-0.048482,0.00432301,0.0214828,-0.035817,-0.0179977,-0.040067,-0.0249938,-0.0375954,-0.0257913,0.00593952,0.0170844,-0.00515069,-0.0301381,0.00243249,-0.000448347,-0.00833212,-0.0468426,-0.0443056,-0.0275513,-0.0107556,-0.0487067,0.03987,-0.0236045,-0.0151988,-0.0513581,-0.0296538,0.0104856,-0.00173962,0.0212406,-0.00513642,0.0133371,0.00173585,-0.00553532,-0.00301954,-0.03293,0.0224904,-0.0282074,-0.0173087,0.0606234,-0.00352251,0.0232579,0.0250584,0.0228705
0 days 00:00:28.500000,-0.0685678,-0.0259011,0.0223422,0.00734797,-0.0134522,0.0449663,-0.00601047,-0.0278652,-0.0172528,0.0525279,0.0048118,0.0204697,-0.09883,-0.0582725,-0.0200447,0.0178187,0.0193895,0.00827745,-0.00130234,0.0155065,0.0428197,-0.00538988,-0.0598833,-0.0307886,0.0559141,-0.0845572,0.0308548,-0.059642,-0.0277479,-0.00442806,0.0294115,-0.0136463,0.0356227,-0.013892,0.0306525,0.0589785,-0.00312757,-0.033868,-0.0256005,0.00835774,0.0368726,-0.00181521,0.0359133,0.0270206,-0.0580061,-0.0116437,-0.0243198,-0.0463194,-0.0529877,-0.015168,0.00827895,-0.0144562,0.00280114,0.0244492,0.0175975,-0.0313012,0.00213902,0.0409215,0.0185622,0.00011539,0.0254563,-0.0341336,0.0252279,-0.0143485,-0.0750215,-0.0413159,0.00747272,-0.0126958,-0.0139377,-0.0195155,-0.0164291,-0.0293518,-0.0438535,-0.0287974,-0.0489654,-0.0618652,-0.0551709,-0.0409616,-0.00323281,-0.00548236,0.0169662,0.00985444,-0.0205348,-0.0167484,-0.0721553,-0.0040984,-0.0264832,0.00930446,0.0322064,-0.0320033,-0.0437135,-0.0195493,0.0231816,0.0109343,0.0295824,-0.015901,-0.0153056,-0.0924972,-0.0292911,-0.0321533,0.00186429,-0.00626788,-0.0184656,-0.0193871,0.046746,-0.0250611,0.00238215,-0.0431792,0.0146283,-0.00103061,0.0593146,0.0260448,-0.00388368,-0.0266818,-0.0270672,0.00200651,0.00832639,-0.0543003,-0.0473696,-0.0339256,-0.0551038,-0.0362247,-0.0418456,0.0322748,0.0180592,-0.0157629,-0.00152387,0.0139998,0.0196059,0.042428,-0.00499705,-0.0646174,-0.0382611,-0.016544,-0.0335823,0.0332209,-0.0267132,-0.0102426,-0.0361101,0.00104552,0.0215855,0.0116632,0.0109193,0.0177387,0.0136412,0.0251237,0.0230034,-0.0170634,-0.0108404,0.0120376,-0.0625952,0.031906,0.0166962,-0.0101562,0.0343037,0.026732,0.0013313
0 days 00:00:30,-0.0402718,-0.028447,0.00209429,0.00640637,0.000357914,0.063655,0.00747533,-0.0146977,-0.00544423,0.0758938,0.0133299,0.00958543,-0.0787733,-0.0416955,-0.0277795,-0.0159902,0.0146561,-0.0111155,0.00911125,0.0334436,0.0288329,0.0189866,-0.0438662,-0.0520326,0.0560744,-0.0545983,0.0282904,-0.0388933,-0.0327893,0.00359528,0.0338136,-0.0370197,0.0269933,-0.012484,-0.0207104,0.0396736,-0.000221501,-0.0538475,0.00068391,-0.0031905,0.0278034,0.026566,-0.00983786,0.0175107,-0.051446,0.0142065,-0.0315154,-0.0511484,-0.00306964,0.001629,-0.00852788,-0.0112766,-0.0226131,0.0101966,0.00102348,-0.0312435,0.0126305,0.0499034,0.0238097,0.00968383,0.0182268,-0.034932,0.0325818,-0.00267214,-0.0488972,-0.0565452,0.00326421,-0.0187032,-0.00504369,0.00484758,-0.0265625,-0.0158789,-0.0335921,-0.00640811,-0.0612985,-0.0417075,-0.0386787,-0.0279604,0.00181925,-0.019495,0.0545745,-0.0141371,-0.0186763,-0.010506,-0.0530566,0.0054305,0.0166852,0.00428774,0.0199846,-0.0400207,-0.0309991,-0.0167696,0.0387211,0.0280415,0.0456142,-0.0090645,-0.00903684,-0.0588804,-0.00433891,-0.0308962,0.0239845,6.88801e-06,-0.00154607,-0.00829325,0.0706137,0.00723715,-0.00381086,-0.0385834,0.0053724,-0.0206453,0.038723,0.00733558,0.00527663,-0.0261046,-0.0205539,-0.00721128,-0.00210472,-0.0397108,-0.0415151,-0.0136079,-0.0594141,-0.0220979,-0.0348906,0.0209897,0.0188164,-0.0258651,0.00545171,0.0231139,0.0245429,0.074401,0.0578136,-0.0390666,-0.00610023,-0.0188938,-0.00337958,0.0143203,-0.0247071,-0.00414192,-0.0278194,-0.00264927,0.0414405,0.00520109,0.021261,0.0150196,0.00556978,0.0336542,0.0184478,-0.0140212,0.00122445,0.0182624,-0.0347156,0.0555688,0.00153039,-0.010655,0.0292203,0.0359818,-0.0157254
0 days 00:00:31.500000,-0.00717901,-0.0268835,-0.0331474,-0.0112779,0.00688105,0.0260949,0.00227369,-0.00491221,-0.00701619,0.0632845,0.00927024,-0.005709,-0.0314498,-0.00045871,-0.00980433,-0.0546642,-0.0159046,-0.0126933,0.018497,0.0156341,-0.00922667,0.0212537,-0.0089855,-0.0441324,0.00017409,-0.0102574,0.00277895,-0.00416805,-0.0384292,0.0291185,-0.00217816,-0.020355,0.000792245,0.00443309,-0.0553287,6.94427e-05,0.00042408,-0.0286182,0.0101961,-0.0252266,-0.00810213,0.0162894,-0.0434213,-0.0121666,-0.0173137,-0.00426186,-0.0174112,-0.0286509,0.0213735,-0.0042837,-0.016803,-0.0127213,-0.0196462,-0.00392845,-0.0373036,-0.0218958,0.00877833,0.0232039,0.0003027,-0.00202371,-0.0177158,-0.0181187,-0.000773319,-0.00929089,-0.0190948,-0.0421453,-0.0185775,-0.0155909,-0.00668027,0.0124207,-0.0161767,-0.020244,-0.0086893,-0.03562,-0.0326323,-0.0132187,-0.00963231,-0.0112244,-0.00104381,-0.0493113,0.035588,-0.0207482,-0.00273445,0.000283586,-0.0310027,-0.00175422,0.0246601,0.00308907,-0.020274,-0.0279061,-0.00915237,-0.0147997,0.0308615,0.016287,0.0190027,-0.0102839,0.00537597,-0.00791712,0.0144432,-0.0249495,0.0203315,-0.0114193,-0.0101849,-0.017118,0.035662,0.0100964,-0.0167598,-0.0311371,-0.00838042,-0.0305604,-0.0109973,-0.00100926,-0.00983778,-0.0453685,-0.0158355,-0.0213871,0.00136737,-0.0184085,-0.0107517,0.017008,-0.0383223,0.0164389,-0.000855576,0.00273634,0.00483071,-0.0171988,-0.00176554,0.0123142,0.0175778,0.0455548,0.0537627,-0.0241627,0.0145041,-0.0201578,0.0141291,-0.00676202,0.00313191,-0.0127655,-0.0223944,-0.0337011,0.0169267,0.00112453,0.0181173,-0.0186317,-0.0258798,0.0132496,-0.011256,-0.0203958,-0.0103126,0.0159169,-0.00805771,0.028457,-0.00217333,0.00529468,0.018526,0.0215387,-0.0174139
0 days 00:00:33,-0.000968457,-0.0320501,-0.049342,-0.036573,-0.018278,-0.0339482,-0.0193767,7.09825e-05,-0.00406411,-0.0060668,0.0104717,-0.0340739,0.0118644,0.0134818,-0.00429172,-0.0402491,-0.0165336,-0.0122678,-0.00647027,-0.0160458,-0.0408788,-0.00629455,0.00763569,-0.0174365,-0.0513117,0.00464672,-0.0202617,0.0316799,-0.0346872,0.0161756,-0.0405848,0.0101164,-0.0227061,0.0208724,-0.0414128,-0.0482793,-0.00828826,0.00734218,-0.00176631,-0.0329602,-0.0180833,-0.0166404,-0.0592606,-0.0217423,-0.0030465,-0.0305106,-0.0145033,0.00844201,-0.00206203,-0.0233372,-0.0216695,-0.00466802,-0.0305648,-0.0204665,-0.0386727,0.0087167,0.0105597,-0.0220983,-0.0353043,-0.00746227,-0.0658485,-0.0156299,-0.0225304,0.00650168,-0.0254034,-0.0121304,-0.0190968,-0.00954907,-0.0153423,-0.010594,0.000422557,-0.0230735,-0.00455262,-0.0657139,-0.00157827,0.0114546,0.00549952,-0.00643316,-0.0188475,-0.031477,-0.0292425,-0.0159956,0.0126748,-0.00057532,-0.010355,-0.0185034,0.00711491,0.0135265,-0.0357103,-0.0130799,0.00536552,-0.00735378,0.00407003,-0.0251005,-0.0301276,-0.00667935,0.017514,0.00884345,0.00332748,-0.022973,0.00147148,-0.0331366,-0.0359023,-0.0273246,-0.0346877,0.010541,-0.0295417,-0.0239909,0.00412807,-0.0317129,-0.0689531,-0.00749675,-0.0172436,-0.0647793,0.00542355,-0.0202902,0.00189198,-0.00476428,0.00228877,0.0207999,-0.0105494,0.0449812,0.0204763,-0.00561818,-0.0208774,-0.00480474,0.00419471,-0.0170939,0.00100835,-0.0139793,-0.00690396,-0.0291505,-0.00198536,-0.0182739,0.00922335,-0.0386312,0.0328003,-0.0201435,-0.0113792,-0.0332256,-0.0285079,0.00685449,-0.0360202,-0.0363643,-0.0518833,-0.0164136,-0.0352479,-0.0403662,-0.0259584,-0.00773441,-0.0235489,-0.0176962,-0.0211397,0.021833,-0.0017542,-0.00328852,-0.0214917
0 days 00:00:34.500000,-0.0144445,-0.0257131,-0.0357674,-0.0504143,-0.0466274,-0.0632038,-0.0221713,0.00333031,0.0081353,-0.0745289,0.00937683,-0.0470674,0.0335736,-0.0037535,-0.0234507,0.00448515,0.00457328,-0.0140723,-0.0453083,-0.0285114,-0.0454458,-0.0374885,0.00211281,0.00109423,-0.0627141,-0.0132474,-0.0338374,0.0462954,-0.0159889,-0.0239194,-0.0441151,0.0204159,-0.0456796,0.0265492,-0.01209,-0.0781709,-0.0147055,0.0110485,-0.0156238,-0.0222796,-0.00997045,-0.0364028,-0.0575481,-0.0156639,-0.0153221,-0.0289624,-0.0335172,0.0253626,-0.0292354,-0.0193737,-0.0348492,0.00669957,-0.0465557,-0.0340656,-0.00195497,0.0326969,0.0213291,-0.0487192,-0.0514326,-0.00305495,-0.0809492,-0.0166237,-0.0204194,0.0411823,-0.0401067,0.00827792,0.00464688,-0.00667119,-0.00925897,-0.0350631,0.000649359,-0.00719313,-0.0148837,-0.0436023,0.00414654,0.0341028,0.00664737,-0.00517121,-0.0263215,0.0186852,-0.0635528,-0.0173666,0.0176847,-0.0122826,0.00856276,-0.0315819,-0.00150998,0.0146032,-0.0266398,-0.00710174,0.0108463,-0.00642833,-0.0181071,-0.0446027,-0.0582442,0.00983502,0.0168955,-0.0125251,-0.0162807,-0.0242616,-0.00857431,-0.0361233,-0.0389738,-0.0148928,-0.0712804,0.0305552,-0.0263912,-0.0140008,0.0149048,-0.0331592,-0.0940355,-0.0209285,-0.00815939,-0.0504492,0.0340649,-0.0113302,-0.0158593,0.000289265,-0.00651018,-0.0045237,0.00313656,0.0355195,0.00715255,-0.0180396,-0.0342871,-0.0082912,0.0193342,-0.0365754,-0.0171262,-0.0469853,-0.0466811,-0.0275971,-0.020127,-0.0142031,-0.00741741,-0.0673896,0.0421121,-0.0078588,0.00114622,-0.0035906,-0.0445354,0.00567975,-0.0779182,-0.0173027,-0.0485584,-0.0268288,-0.0357314,-0.0485592,-0.0319147,-0.0228707,-0.0359855,-0.0397659,-0.0352977,0.0158864,-0.0225321,-0.0092269,-0.0374814
